x,y,u
2.6097560976,0.0344930137,0.1678950027
2.6097560976,0.1034790411,0.1667776402
2.6097560976,0.1724650686,0.1645418072
2.6097560976,0.2414510960,0.1611853082
2.6097560976,0.3104371234,0.1567049038
2.6097560976,0.3794231509,0.1510963751
2.6097560976,0.4484091783,0.1443546116
2.6097560976,0.5173952057,0.1364737188
2.6097560976,0.5863812332,0.1274471442
2.6097560976,0.6553672606,0.1172678329
2.6097560976,0.7243532880,0.1059284333
2.6097560976,0.7933393155,0.0934214681
2.6097560976,0.8623253429,0.0797384385
2.6097560976,0.9313113703,0.0648624546
2.6097560976,1.0002973978,0.0487370637
2.6097560976,1.0692834252,0.0312074339
2.6097560976,1.1382694526,0.0124620778
2.6097560976,1.2072554801,0.0004096968
2.6097560976,1.2762415075,0.0002719110
2.6097560976,1.3452275349,0.0001344606
2.6585365854,-1.3452275349,0.0001242858
2.6585365854,-1.2762415075,0.0002538576
2.6585365854,-1.2072554801,0.0004382939
2.6585365854,-1.1382694526,0.0181532240
2.6585365854,-1.0692834252,0.0344326690
2.6585365854,-1.0002973978,0.0496556273
2.6585365854,-0.9313113703,0.0637645105
2.6585365854,-0.8623253429,0.0767969605
2.6585365854,-0.7933393155,0.0887825884
2.6585365854,-0.7243532880,0.0997363594
2.6585365854,-0.6553672606,0.1096672083
2.6585365854,-0.5863812332,0.1185822791
2.6585365854,-0.5173952057,0.1264881148
2.6585365854,-0.4484091783,0.1333908352
2.6585365854,-0.3794231509,0.1392960761
2.6585365854,-0.3104371234,0.1442088911
2.6585365854,-0.2414510960,0.1481336542
2.6585365854,-0.1724650686,0.1510739735
2.6585365854,-0.1034790411,0.1530326192
2.6585365854,-0.0344930137,0.1540114682
2.6585365854,0.0344930137,0.1540114682
2.6585365854,0.1034790411,0.1530326192
2.6585365854,0.1724650686,0.1510739735
2.6585365854,0.2414510960,0.1481336542
2.6585365854,0.3104371234,0.1442088911
2.6585365854,0.3794231509,0.1392960761
2.6585365854,0.4484091783,0.1333908352
2.6585365854,0.5173952057,0.1264881148
2.6585365854,0.5863812332,0.1185822791
2.6585365854,0.6553672606,0.1096672083
2.6585365854,0.7243532880,0.0997363594
2.6585365854,0.7933393155,0.0887825884
2.6585365854,0.8623253429,0.0767969605
2.6585365854,0.9313113703,0.0637645105
2.6585365854,1.0002973978,0.0496556273
2.6585365854,1.0692834252,0.0344326690
2.6585365854,1.1382694526,0.0181532240
2.6585365854,1.2072554801,0.0004382939
2.6585365854,1.2762415075,0.0002538576
2.6585365854,1.3452275349,0.0001242858
2.7073170732,-1.3452275349,0.0001114681
2.7073170732,-1.2762415075,0.0002174177
2.7073170732,-1.2072554801,0.0086845407
2.7073170732,-1.1382694526,0.0221825767
2.7073170732,-1.0692834252,0.0358066116
2.7073170732,-1.0002973978,0.0487516925
2.7073170732,-0.9313113703,0.0608252470
2.7073170732,-0.8623253429,0.0719993577
2.7073170732,-0.7933393155,0.0822801011
2.7073170732,-0.7243532880,0.0916762107
2.7073170732,-0.6553672606,0.1001949369
2.7073170732,-0.5863812332,0.1078424955
2.7073170732,-0.5173952057,0.1146245325
2.7073170732,-0.4484091783,0.1205462625
2.7073170732,-0.3794231509,0.1256124541
2.7073170732,-0.3104371234,0.1298273682
2.7073170732,-0.2414510960,0.1331946860
2.7073170732,-0.1724650686,0.1357174408
2.7073170732,-0.1034790411,0.1373979605
2.7073170732,-0.0344930137,0.1382378222
2.7073170732,0.0344930137,0.1382378222
2.7073170732,0.1034790411,0.1373979605
2.7073170732,0.1724650686,0.1357174408
2.7073170732,0.2414510960,0.1331946860
2.7073170732,0.3104371234,0.1298273682
2.7073170732,0.3794231509,0.1256124541
2.7073170732,0.4484091783,0.1205462625
2.7073170732,0.5173952057,0.1146245325
2.7073170732,0.5863812332,0.1078424955
2.7073170732,0.6553672606,0.1001949369
2.7073170732,0.7243532880,0.0916762107
2.7073170732,0.7933393155,0.0822801011
2.7073170732,0.8623253429,0.0719993577
2.7073170732,0.9313113703,0.0608252470
2.7073170732,1.0002973978,0.0487516925
2.7073170732,1.0692834252,0.0358066116
2.7073170732,1.1382694526,0.0221825767
2.7073170732,1.2072554801,0.0086845407
2.7073170732,1.2762415075,0.0002174177
2.7073170732,1.3452275349,0.0001114681
2.7560975610,-1.3452275349,0.0001014095
2.7560975610,-1.2762415075,0.0002090338
2.7560975610,-1.2072554801,0.0120357950
2.7560975610,-1.1382694526,0.0237693940
2.7560975610,-1.0692834252,0.0351404950
2.7560975610,-1.0002973978,0.0459039850
2.7560975610,-0.9313113703,0.0559561694
2.7560975610,-0.8623253429,0.0652689024
2.7560975610,-0.7933393155,0.0738403949
2.7560975610,-0.7243532880,0.0816752175
2.7560975610,-0.6553672606,0.0887787132
2.7560975610,-0.5863812332,0.0951559367
2.7560975610,-0.5173952057,0.1008115678
2.7560975610,-0.4484091783,0.1057499230
2.7560975610,-0.3794231509,0.1099749349
2.7560975610,-0.3104371234,0.1134901076
2.7560975610,-0.2414510960,0.1162984633
2.7560975610,-0.1724650686,0.1184024896
2.7560975610,-0.1034790411,0.1198040947
2.7560975610,-0.0344930137,0.1205045711
2.7560975610,0.0344930137,0.1205045711
2.7560975610,0.1034790411,0.1198040947
2.7560975610,0.1724650686,0.1184024896
2.7560975610,0.2414510960,0.1162984633
2.7560975610,0.3104371234,0.1134901076
2.7560975610,0.3794231509,0.1099749349
2.7560975610,0.4484091783,0.1057499230
2.7560975610,0.5173952057,0.1008115678
2.7560975610,0.5863812332,0.0951559367
2.7560975610,0.6553672606,0.0887787132
2.7560975610,0.7243532880,0.0816752175
2.7560975610,0.7933393155,0.0738403949
2.7560975610,0.8623253429,0.0652689024
2.7560975610,0.9313113703,0.0559561694
2.7560975610,1.0002973978,0.0459039850
2.7560975610,1.0692834252,0.0351404950
2.7560975610,1.1382694526,0.0237693940
2.7560975610,1.2072554801,0.0120357950
2.7560975610,1.2762415075,0.0002090338
2.7560975610,1.3452275349,0.0001014095
2.8048780488,-1.3452275349,0.0000882435
2.8048780488,-1.2762415075,0.0002778833
2.8048780488,-1.2072554801,0.0130540945
2.8048780488,-1.1382694526,0.0231579242
2.8048780488,-1.0692834252,0.0323986480
2.8048780488,-1.0002973978,0.0410323943
2.8048780488,-0.9313113703,0.0490772814
2.8048780488,-0.8623253429,0.0565295313
2.8048780488,-0.7933393155,0.0633894876
2.8048780488,-0.7243532880,0.0696603519
2.8048780488,-0.6553672606,0.0753460896
2.8048780488,-0.5863812332,0.0804506381
2.8048780488,-0.5173952057,0.0849777051
2.8048780488,-0.4484091783,0.0889307190
2.8048780488,-0.3794231509,0.0923127992
2.8048780488,-0.3104371234,0.0951267196
2.8048780488,-0.2414510960,0.0973748692
2.8048780488,-0.1724650686,0.0990592131
2.8048780488,-0.1034790411,0.1001812574
2.8048780488,-0.0344930137,0.1007420222
2.8048780488,0.0344930137,0.1007420222
2.8048780488,0.1034790411,0.1001812574
2.8048780488,0.1724650686,0.0990592131
2.8048780488,0.2414510960,0.0973748692
2.8048780488,0.3104371234,0.0951267196
2.8048780488,0.3794231509,0.0923127992
2.8048780488,0.4484091783,0.0889307190
2.8048780488,0.5173952057,0.0849777051
2.8048780488,0.5863812332,0.0804506381
2.8048780488,0.6553672606,0.0753460896
2.8048780488,0.7243532880,0.0696603519
2.8048780488,0.7933393155,0.0633894876
2.8048780488,0.8623253429,0.0565295313
2.8048780488,0.9313113703,0.0490772814
2.8048780488,1.0002973978,0.0410323943
2.8048780488,1.0692834252,0.0323986480
2.8048780488,1.1382694526,0.0231579242
2.8048780488,1.2072554801,0.0130540945
2.8048780488,1.2762415075,0.0002778833
2.8048780488,1.3452275349,0.0000882435
2.8536585366,-1.3452275349,0.0000649913
2.8536585366,-1.2762415075,0.0049028019
2.8536585366,-1.2072554801,0.0130290488
2.8536585366,-1.1382694526,0.0205984714
2.8536585366,-1.0692834252,0.0275807538
2.8536585366,-1.0002973978,0.0340756971
2.8536585366,-0.9313113703,0.0401151762
2.8536585366,-0.8623253429,0.0457067711
2.8536585366,-0.7933393155,0.0508535902
2.8536585366,-0.7243532880,0.0555585137
2.8536585366,-0.6553672606,0.0598245246
2.8536585366,-0.5863812332,0.0636545442
2.8536585366,-0.5173952057,0.0670513328
2.8536585366,-0.4484091783,0.0700174461
2.8536585366,-0.3794231509,0.0725552074
2.8536585366,-0.3104371234,0.0746666809
2.8536585366,-0.2414510960,0.0763536421
2.8536585366,-0.1724650686,0.0776175504
2.8536585366,-0.1034790411,0.0784595239
2.8536585366,-0.0344930137,0.0788803196
2.8536585366,0.0344930137,0.0788803196
2.8536585366,0.1034790411,0.0784595239
2.8536585366,0.1724650686,0.0776175504
2.8536585366,0.2414510960,0.0763536421
2.8536585366,0.3104371234,0.0746666809
2.8536585366,0.3794231509,0.0725552074
2.8536585366,0.4484091783,0.0700174461
2.8536585366,0.5173952057,0.0670513328
2.8536585366,0.5863812332,0.0636545442
2.8536585366,0.6553672606,0.0598245246
2.8536585366,0.7243532880,0.0555585137
2.8536585366,0.7933393155,0.0508535902
2.8536585366,0.8623253429,0.0457067711
2.8536585366,0.9313113703,0.0401151762
2.8536585366,1.0002973978,0.0340756971
2.8536585366,1.0692834252,0.0275807538
2.8536585366,1.1382694526,0.0205984714
2.8536585366,1.2072554801,0.0130290488
2.8536585366,1.2762415075,0.0049028019
2.8536585366,1.3452275349,0.0000649913
2.9024390244,-1.3452275349,0.0000598149
2.9024390244,-1.2762415075,0.0055039666
2.9024390244,-1.2072554801,0.0109028792
2.9024390244,-1.1382694526,0.0159530526
2.9024390244,-1.0692834252,0.0206269932
2.9024390244,-1.0002973978,0.0249671960
2.9024390244,-0.9313113703,0.0289974770
2.9024390244,-0.8623253429,0.0327268629
2.9024390244,-0.7933393155,0.0361591045
2.9024390244,-0.7243532880,0.0392965958
2.9024390244,-0.6553672606,0.0421414192
2.9024390244,-0.5863812332,0.0446955299
2.9024390244,-0.5173952057,0.0469607623
2.9024390244,-0.4484091783,0.0489388130
2.9024390244,-0.3794231509,0.0506312237
2.9024390244,-0.3104371234,0.0520393624
2.9024390244,-0.2414510960,0.0531644054
2.9024390244,-0.1724650686,0.0540073190
2.9024390244,-0.1034790411,0.0545688432
2.9024390244,-0.0344930137,0.0548494789
2.9024390244,0.0344930137,0.0548494789
2.9024390244,0.1034790411,0.0545688432
2.9024390244,0.1724650686,0.0540073190
2.9024390244,0.2414510960,0.0531644054
2.9024390244,0.3104371234,0.0520393624
2.9024390244,0.3794231509,0.0506312237
2.9024390244,0.4484091783,0.0489388130
2.9024390244,0.5173952057,0.0469607623
2.9024390244,0.5863812332,0.0446955299
2.9024390244,0.6553672606,0.0421414192
2.9024390244,0.7243532880,0.0392965958
2.9024390244,0.7933393155,0.0361591045
2.9024390244,0.8623253429,0.0327268629
2.9024390244,0.9313113703,0.0289974770
2.9024390244,1.0002973978,0.0249671960
2.9024390244,1.0692834252,0.0206269932
2.9024390244,1.1382694526,0.0159530526
2.9024390244,1.2072554801,0.0109028792
2.9024390244,1.2762415075,0.0055039666
2.9024390244,1.3452275349,0.0000598149
2.9512195122,-1.3452275349,0.0001507397
2.9512195122,-1.2762415075,0.0037482147
2.9512195122,-1.2072554801,0.0065715432
2.9512195122,-1.1382694526,0.0091162143
2.9512195122,-1.0692834252,0.0114605654
2.9512195122,-1.0002973978,0.0136341198
2.9512195122,-0.9313113703,0.0156506895
2.9512195122,-0.8623253429,0.0175159909
2.9512195122,-0.7933393155,0.0192324580
2.9512195122,-0.7243532880,0.0208014760
2.9512195122,-0.6553672606,0.0222241342
2.9512195122,-0.5863812332,0.0235014188
2.9512195122,-0.5173952057,0.0246342466
2.9512195122,-0.4484091783,0.0256234641
2.9512195122,-0.3794231509,0.0264698398
2.9512195122,-0.3104371234,0.0271740557
2.9512195122,-0.2414510960,0.0277366975
2.9512195122,-0.1724650686,0.0281582464
2.9512195122,-0.1034790411,0.0284390708
2.9512195122,-0.0344930137,0.0285794201
2.9512195122,0.0344930137,0.0285794201
2.9512195122,0.1034790411,0.0284390708
2.9512195122,0.1724650686,0.0281582464
2.9512195122,0.2414510960,0.0277366975
2.9512195122,0.3104371234,0.0271740557
2.9512195122,0.3794231509,0.0264698398
2.9512195122,0.4484091783,0.0256234641
2.9512195122,0.5173952057,0.0246342466
2.9512195122,0.5863812332,0.0235014188
2.9512195122,0.6553672606,0.0222241342
2.9512195122,0.7243532880,0.0208014760
2.9512195122,0.7933393155,0.0192324580
2.9512195122,0.8623253429,0.0175159909
2.9512195122,0.9313113703,0.0156506895
2.9512195122,1.0002973978,0.0136341198
2.9512195122,1.0692834252,0.0114605654
2.9512195122,1.1382694526,0.0091162143
2.9512195122,1.2072554801,0.0065715432
2.9512195122,1.2762415075,0.0037482147
2.9512195122,1.3452275349,0.0001507397
